created_at,heart_rate,spo2,activity,sound_level,temperature
2025-10-11 02:34:11+00:00,55,98,0.034,799,36.5
2025-10-11 02:34:29+00:00,53,96,0.023,2048,36.4
2025-10-11 02:34:49+00:00,53,98,0.016,706,35.9
2025-10-11 02:35:08+00:00,56,97,0.025,632,36.2
2025-10-11 02:35:27+00:00,55,96,0.045,833,36.6
2025-10-11 02:35:46+00:00,56,96,0.022,781,36.0
2025-10-11 02:36:06+00:00,57,98,0.043,654,36.2
2025-10-11 02:36:25+00:00,55,96,0.045,882,36.2
2025-10-11 02:36:44+00:00,55,98,0.047,947,36.1
2025-10-11 02:37:00+00:00,60,97,0.042,947,35.9
2025-10-11 02:37:20+00:00,79,96,0.3586,1183,36.7784
2025-10-11 02:37:39+00:00,83,96,0.4154,1540,37.1896
2025-10-11 02:37:58+00:00,82,96,0.4232,1435,36.6008
2025-10-11 02:38:17+00:00,86,95,0.404,1179,36.512
2025-10-11 02:38:36+00:00,81,97,0.4158,1465,36.9232
2025-10-11 02:38:55+00:00,84,96,0.5646,1178,36.5344
2025-10-11 02:39:15+00:00,81,95,0.5134,1195,36.8456
2025-10-11 02:39:34+00:00,88,97,0.5352,1392,36.5568
2025-10-11 02:39:53+00:00,83,95,0.562,1621,36.768
2025-10-11 02:40:13+00:00,90,95,0.6498,1329,37.0792
2025-10-11 02:40:38+00:00,87,95,0.6158,1610,36.983884484905644
2025-10-11 02:40:57+00:00,90,97,0.7426,1351,37.485625579000875
2025-10-11 02:41:16+00:00,80,97,0.50755,1292,37.48525011820562
2025-10-11 02:41:35+00:00,82,95,0.53775,1408,37.407425391542
2025-10-11 02:41:55+00:00,91,95,0.56782,1363,37.618879366789685
2025-10-11 02:42:14+00:00,86,96,0.61765,1566,37.11396091506808
2025-10-11 02:42:33+00:00,90,96,0.64108,1546,37.29093003399003
2025-10-11 02:42:53+00:00,87,96,0.46093,1386,37.85229806903443
2025-10-11 02:43:16+00:00,81,95,0.48729,1256,37.50416793278752
2025-10-11 02:43:35+00:00,81,95,0.33158,1093,37.45475432170618
2025-10-11 02:43:54+00:00,81,97,0.33322,1210,38.11224393006076
2025-10-11 02:44:11+00:00,78,97,0.21027,1280,37.78392566071875
2025-10-11 02:44:36+00:00,75,95,0.26667,1171,37.865750832436355
2025-10-11 02:45:25+00:00,77,95,0.33824,1057,37.98436338332993
2025-10-11 02:45:40+00:00,92,95,1.546,1618,38.46136007020578
2025-10-11 02:45:56+00:00,98,95,1.05269,1931,38.11264066343298
2025-10-11 02:46:15+00:00,106,95,1.22892,1993,38.5689881370511
2025-10-11 02:46:33+00:00,102,94,1.37236,2022,38.683098853812304
2025-10-11 02:46:51+00:00,105,95,1.37153,2041,38.850412744865245
2025-10-11 02:47:10+00:00,101,94,1.25647,1795,38.47082348379648
2025-10-11 02:47:27+00:00,102,95,1.18178,1918,38.97246865475446
2025-10-11 02:47:46+00:00,91,95,0.92886,2078,38.83090991438993
2025-10-11 02:48:05+00:00,88,95,0.62673,1396,38.58650314735713
2025-10-11 02:48:22+00:00,87,97,0.40563,1513,38.979698615129344
2025-10-11 02:48:45+00:00,79,96,0.3958,1330,38.98599109789406
2025-10-11 02:49:05+00:00,80,96,0.31601,1567,39.04022002930298
2025-10-11 02:49:24+00:00,89,96,0.52624,3090,38.94074962386397
2025-10-11 02:49:44+00:00,90,95,0.73511,1547,38.773748996773556
2025-10-11 02:50:03+00:00,59,98,0.023,758,38.88502227600021
2025-10-11 02:50:23+00:00,59,98,0.029,744,38.020148706441795
2025-10-11 02:50:42+00:00,56,97,0.029,831,38.95192274599169
2025-10-11 02:51:00+00:00,59,98,0.015,964,38.080294153362345
2025-10-11 02:51:20+00:00,54,96,0.019,776,38.80521806752712
2025-10-11 02:51:39+00:00,53,96,0.052,724,38.926655078654704
2025-10-11 02:51:58+00:00,59,97,0.045,877,39.04457129042424
2025-10-11 02:52:18+00:00,54,97,0.019,939,38.55893837362232
2025-10-11 02:52:37+00:00,54,96,0.028,991,38.76973361093732
2025-10-11 02:52:53+00:00,59,96,0.034,610,38.27693993288013
2025-10-11 02:53:12+00:00,58,96,0.031,885,38.380545944774546
2025-10-11 02:53:32+00:00,55,96,0.045,885,38.780545944774545
2025-10-11 02:53:51+00:00,55,97,0.03,721,38.57693993288014
2025-10-11 02:54:10+00:00,82,97,0.3592,1162,39.04253361093732
2025-10-11 02:54:30+00:00,85,97,0.384,2571,39.14293837362232
2025-10-11 02:54:49+00:00,82,97,0.4318,1189,39.13977129042424
2025-10-11 02:55:08+00:00,85,97,0.4666,1140,39.433055078654704
2025-10-11 02:55:23+00:00,83,97,0.3882,1460,39.12001806752712
2025-10-11 02:55:44+00:00,83,95,0.534,1162,39.406294153362346
2025-10-11 02:56:03+00:00,86,96,0.4508,1523,38.78912274599168
2025-10-11 02:56:19+00:00,85,96,0.4914,1231,39.065748706441795
2025-10-11 02:56:38+00:00,88,95,0.5572,1628,39.24182227600021
2025-10-11 02:56:58+00:00,91,95,0.529,1206,39.21459899677355
2025-10-11 02:57:18+00:00,85,97,0.6698,1255,38.58413962386398
2025-10-11 02:57:37+00:00,88,95,0.6676,1276,39.050510029302984
2025-10-11 02:57:56+00:00,91,96,0.6374,1383,38.613781097894055
2025-10-11 02:58:15+00:00,81,95,0.421,1205,38.56622861512933
2025-10-11 02:58:35+00:00,87,95,0.50568,2349,38.346033147357126
2025-10-11 02:58:54+00:00,89,97,0.55193,1324,38.41466991438993
2025-10-11 02:59:13+00:00,84,96,0.64964,1306,38.96591865475446
2025-10-11 02:59:32+00:00,83,97,0.54095,1443,38.79723348379648
2025-10-11 02:59:52+00:00,89,96,0.54699,1612,38.310312744865236
2025-10-11 03:00:14+00:00,83,95,0.48783,1211,38.210728853812306
2025-10-11 03:00:31+00:00,85,96,0.33154,1212,37.9149481370511
2025-10-11 03:00:51+00:00,82,96,0.34404,1608,37.81255066343298
2025-10-11 03:01:10+00:00,75,95,0.24793,1165,37.81984007020578
2025-10-11 03:01:32+00:00,76,97,0.22311,1150,38.24153338332992
2025-10-11 03:01:51+00:00,78,97,0.30699,1248,37.87832083243635
2025-10-11 03:02:08+00:00,80,95,0.39482,2686,38.01875566071875
2025-10-11 03:02:28+00:00,98,95,0.864,1630,37.74627393006076
2025-10-11 03:02:48+00:00,99,96,1.14303,1599,37.66448432170618
2025-10-11 03:03:07+00:00,102,95,1.35079,1548,38.35630793278752
2025-10-11 03:03:26+00:00,102,96,1.41191,2022,38.20305806903444
2025-10-11 03:03:46+00:00,102,94,1.35384,1556,37.69689003399002
2025-10-11 03:04:05+00:00,100,94,1.22396,2265,37.34275091506807
2025-10-11 03:04:24+00:00,97,95,0.9515,1631,37.257199366789685
2025-10-11 03:04:44+00:00,86,96,0.72011,1287,37.064345391542
2025-10-11 03:05:03+00:00,81,96,0.41963,1152,36.889950118205626
2025-10-11 03:05:23+00:00,79,96,0.3958,1519,36.755035579000875
2025-10-11 03:05:42+00:00,81,96,0.33301,1571,37.27079448490564
2025-10-11 03:06:01+00:00,84,95,0.40198,1378,36.91782
2025-10-11 03:06:16+00:00,91,96,0.58447,1762,36.77829
2025-10-11 03:06:35+00:00,57,98,0.015,753,36.7
2025-10-11 03:06:55+00:00,55,96,0.052,673,36.2
2025-10-11 03:07:14+00:00,55,97,0.047,686,36.7
2025-10-11 03:07:33+00:00,54,96,0.024,660,36.5
2025-10-11 03:07:53+00:00,57,97,0.032,678,36.5
2025-10-11 03:08:09+00:00,55,97,0.031,828,36.6
2025-10-11 03:08:29+00:00,53,97,0.021,715,36.4
2025-10-11 03:08:48+00:00,60,97,0.036,779,36.8
2025-10-11 03:09:06+00:00,59,98,0.019,2438,36.1
2025-10-11 03:09:23+00:00,54,98,0.041,766,36.8
2025-10-11 03:09:42+00:00,56,96,0.016,902,36.2
2025-10-11 03:10:15+00:00,57,98,0.051,705,36.3
2025-10-11 03:10:35+00:00,59,98,0.046,905,35.9
2025-10-11 03:10:54+00:00,53,98,0.021,720,36.6
2025-10-11 03:11:14+00:00,80,96,0.2936,1420,36.7784
2025-10-11 03:11:33+00:00,80,97,0.3624,1342,37.0896
2025-10-11 03:11:53+00:00,86,95,0.4192,2247,36.8008
2025-10-11 03:12:12+00:00,84,97,0.406,1418,37.012
2025-10-11 03:12:31+00:00,80,96,0.4298,1697,37.2232
2025-10-11 03:12:50+00:00,89,96,0.4716,2503,36.6344
2025-10-11 03:13:09+00:00,82,96,0.4824,1414,37.0456
2025-10-11 03:13:28+00:00,88,96,0.5462,2089,37.0568
2025-10-11 03:13:47+00:00,89,95,0.61,1179,37.168
2025-10-11 03:14:07+00:00,83,97,0.5678,1727,36.9792
2025-10-11 03:14:26+00:00,85,97,0.6866,1636,36.6904
2025-10-11 03:14:46+00:00,85,96,0.6194,1405,36.6016
2025-10-11 03:15:05+00:00,82,96,0.37,1508,36.605
2025-10-11 03:15:24+00:00,81,95,0.47068,1174,36.7387
2025-10-11 03:15:43+00:00,88,97,0.57293,1191,37.26408
2025-10-11 03:15:58+00:00,91,97,0.65879,2136,36.57375
2025-10-11 03:16:18+00:00,86,97,0.58124,1406,36.57159
2025-10-11 03:16:37+00:00,90,95,0.52938,1610,36.75298
2025-10-11 03:16:56+00:00,80,95,0.52202,1427,37.12251
2025-10-11 03:17:16+00:00,84,97,0.38754,2796,36.98771
2025-10-11 03:17:35+00:00,84,95,0.24204,1259,36.65718
2025-10-11 03:17:54+00:00,77,95,0.30293,1041,36.43847
2025-10-11 03:18:13+00:00,83,96,0.27511,1189,37.13621
2025-10-11 03:18:31+00:00,83,97,0.24599,1031,36.75094
2025-10-11 03:18:51+00:00,79,95,0.37524,1211,36.87904
2025-10-11 03:19:10+00:00,98,95,0.93865,1924,37.2063
2025-10-11 03:19:25+00:00,103,95,1.18303,1969,37.08112
2025-10-11 03:19:44+00:00,106,96,1.31279,2101,37.35725
2025-10-11 03:20:04+00:00,110,96,1.46891,3039,36.98957
2025-10-11 03:20:23+00:00,105,96,1.38284,2144,37.4701
2025-10-11 03:20:42+00:00,102,95,1.16496,1703,37.20365
2025-10-11 03:21:01+00:00,93,95,0.9665,1858,36.70663
2025-10-11 03:21:21+00:00,87,96,0.66111,1639,37.10304
2025-10-11 03:21:39+00:00,81,97,0.42863,1689,36.61847
2025-10-11 03:21:54+00:00,81,97,0.4048,1494,36.88042
2025-10-11 03:22:14+00:00,86,96,0.37432,1230,36.97362
2025-10-11 03:22:34+00:00,87,97,0.44598,1316,36.81783
2025-10-11 03:22:53+00:00,93,95,0.72171,1480,37.30211
2025-10-11 03:23:12+00:00,59,98,0.024,906,36.6
2025-10-11 03:23:31+00:00,55,97,0.045,699,36.6
2025-10-11 03:23:50+00:00,60,96,0.027,799,36.6
2025-10-11 03:24:09+00:00,55,98,0.038,600,36.1
2025-10-11 03:24:28+00:00,55,96,0.036,2234,36.0
2025-10-11 03:24:47+00:00,53,98,0.04,793,36.5
2025-10-11 03:25:07+00:00,56,97,0.021,649,35.9
2025-10-11 03:25:26+00:00,56,97,0.017,659,36.2
2025-10-11 03:25:45+00:00,57,96,0.051,907,36.5
2025-10-11 03:26:04+00:00,53,96,0.052,2443,36.1
2025-10-11 03:26:24+00:00,55,98,0.043,826,35.9
2025-10-11 03:26:43+00:00,54,96,0.048,710,36.4
2025-10-11 03:27:06+00:00,55,96,0.034,943,36.6
2025-10-11 03:27:25+00:00,78,96,0.4106,1107,36.8784
2025-10-11 03:27:44+00:00,83,97,0.3274,1364,36.8896
2025-10-11 03:28:04+00:00,79,97,0.4432,2425,37.1008
2025-10-11 03:28:23+00:00,83,95,0.431,1316,37.112
2025-10-11 03:28:43+00:00,83,96,0.4548,1395,36.7232
2025-10-11 03:29:02+00:00,86,95,0.5556,1989,37.2344
2025-10-11 03:29:21+00:00,86,97,0.5504,1204,37.1456
2025-10-11 03:29:41+00:00,90,95,0.5672,1233,36.9568
2025-10-11 03:30:00+00:00,83,97,0.558,1719,36.768
2025-10-11 03:30:19+00:00,87,95,0.6498,1263,36.5792
2025-10-11 03:30:39+00:00,92,97,0.6106,1759,36.7904
2025-10-11 03:30:58+00:00,92,95,0.6614,1524,36.8016
2025-10-11 03:31:26+00:00,83,97,0.42155,1136,36.61377
2025-10-11 03:31:51+00:00,89,95,0.58375,2812,36.74612
2025-10-11 03:32:07+00:00,85,96,0.56793,1410,36.96408
2025-10-11 03:32:27+00:00,88,96,0.58764,1176,36.57486
2025-10-11 03:32:43+00:00,86,96,0.62684,1450,36.97377
2025-10-11 03:32:59+00:00,90,97,0.60108,1419,36.86414
2025-10-11 03:33:19+00:00,89,95,0.45593,2392,36.9388
2025-10-11 03:33:37+00:00,81,97,0.43229,1356,36.70511
2025-10-11 03:33:52+00:00,84,97,0.36004,1084,36.77935
2025-10-11 03:34:09+00:00,80,96,0.33204,1161,36.95718
2025-10-11 03:34:28+00:00,75,96,0.20893,1713,36.83847
2025-10-11 03:34:48+00:00,82,97,0.20211,1412,37.13621
2025-10-11 03:35:06+00:00,84,96,0.32899,1078,37.15094
2025-10-11 03:35:24+00:00,80,95,0.33624,1529,37.07904
2025-10-11 03:35:42+00:00,92,95,0.96265,1880,36.8063
2025-10-11 03:36:00+00:00,100,94,1.25326,1601,37.30338
2025-10-11 03:36:16+00:00,106,95,1.34179,1805,37.25725
2025-10-11 03:36:34+00:00,108,94,1.39591,1665,37.38957
2025-10-11 03:36:50+00:00,119,94,1.42673,1729,37.07978
2025-10-11 03:37:10+00:00,100,94,1.24947,2009,37.44196
2025-10-11 03:37:29+00:00,97,96,1.11449,1849,37.05758
2025-10-11 03:37:45+00:00,95,95,0.88886,1597,37.18033
2025-10-11 03:38:13+00:00,89,95,0.62673,1549,36.57917
2025-10-11 03:38:31+00:00,80,96,0.48167,1220,37.20293
2025-10-11 03:38:49+00:00,83,95,0.30115,1305,37.17044
2025-10-11 03:39:08+00:00,85,96,0.39779,1334,36.58975
2025-10-11 03:39:27+00:00,86,96,0.61534,2633,36.55608
2025-10-11 03:39:51+00:00,55,97,0.047,894,36.7
2025-10-11 03:40:09+00:00,54,96,0.031,811,36.7
2025-10-11 03:40:29+00:00,53,98,0.042,833,36.1
2025-10-11 03:40:46+00:00,59,98,0.046,604,36.7
2025-10-11 03:41:05+00:00,54,98,0.037,787,36.0
2025-10-11 03:41:23+00:00,56,98,0.044,1716,36.5
2025-10-11 03:41:41+00:00,59,97,0.022,820,36.3
2025-10-11 03:41:59+00:00,54,96,0.048,799,36.1
2025-10-11 03:42:17+00:00,53,97,0.029,908,36.2
2025-10-11 03:42:36+00:00,59,96,0.038,844,36.7
2025-10-11 03:42:55+00:00,59,97,0.498,797,36.2
2025-10-11 03:43:14+00:00,60,96,0.025,803,36.8
2025-10-11 03:43:33+00:00,56,96,0.015,745,36.0
2025-10-11 03:43:49+00:00,84,97,0.3072,1370,36.4728
2025-10-11 03:44:07+00:00,85,95,0.347,1551,36.484
2025-10-11 03:44:25+00:00,80,95,0.4608,1467,36.7952
2025-10-11 03:44:43+00:00,80,95,0.3896,1320,36.6064
2025-10-11 03:45:01+00:00,80,95,0.4764,2240,37.1176
2025-10-11 03:45:20+00:00,81,97,0.4942,3024,37.0288
2025-10-11 03:45:40+00:00,87,96,0.514,1727,36.54
2025-10-11 03:45:57+00:00,90,96,0.5058,1642,36.9512
2025-10-11 03:46:14+00:00,88,96,0.5906,1295,36.7624
2025-10-11 03:46:32+00:00,84,96,0.6044,1400,36.8736
2025-10-11 03:46:50+00:00,91,97,0.6562,1450,36.8848
2025-10-11 03:47:08+00:00,91,96,0.721,2553,36.596
2025-10-11 03:47:26+00:00,93,95,0.6288,1370,36.6072
2025-10-11 03:47:45+00:00,88,96,0.50774,1540,37.2224
2025-10-11 03:48:03+00:00,82,95,0.50817,1282,36.6529
2025-10-11 03:48:21+00:00,91,95,0.59615,1721,36.67156
2025-10-11 03:48:39+00:00,86,96,0.62284,1460,37.07377
2025-10-11 03:48:57+00:00,82,95,0.61082,1530,37.05899
2025-10-11 03:49:15+00:00,86,96,0.4635,1409,37.13086
2025-10-11 03:49:33+00:00,84,96,0.38074,1385,36.79634
2025-10-11 03:49:51+00:00,77,95,0.27548,1032,36.56396
2025-10-11 03:50:09+00:00,76,97,0.1973,1163,36.84172
2025-10-11 03:50:27+00:00,75,96,0.22133,1126,37.03513
2025-10-11 03:50:46+00:00,77,97,0.21476,3144,36.7458
2025-10-11 03:51:04+00:00,82,95,0.38582,1418,36.7711
2025-10-11 03:51:22+00:00,95,97,0.82,1862,37.18
2025-10-11 03:51:42+00:00,96,95,2.10003,1662,37.18112
2025-10-11 03:52:01+00:00,105,96,1.32992,1905,37.04175
2025-10-11 03:52:18+00:00,105,96,1.84646,1983,37.57968
2025-10-11 03:52:37+00:00,104,95,1.39553,1732,37.08632
2025-10-11 03:52:55+00:00,109,95,1.27747,1647,37.54196
2025-10-11 03:53:13+00:00,102,95,1.07349,1618,36.85758
2025-10-11 03:53:32+00:00,97,95,1.33821,1382,36.75402
2025-10-11 03:53:51+00:00,88,96,0.60943,1498,37.15689
2025-10-11 03:54:10+00:00,84,96,0.35089,1385,36.49018
2025-10-11 03:54:28+00:00,86,95,0.31099,1262,37.07038
2025-10-11 03:54:43+00:00,84,95,0.44879,2108,36.48975
2025-10-11 03:55:02+00:00,84,95,0.55834,1695,37.05608
2025-10-11 03:55:21+00:00,93,97,0.75965,1592,36.75303
2025-10-11 03:55:40+00:00,55,96,0.284,729,36.8
2025-10-11 03:55:58+00:00,58,97,0.048,976,36.3
2025-10-11 03:56:18+00:00,54,98,0.025,987,36.0
2025-10-11 03:56:37+00:00,58,97,0.023,930,36.2
2025-10-11 03:56:55+00:00,55,98,0.039,914,36.4
2025-10-11 03:57:14+00:00,59,96,0.052,635,36.3
2025-10-11 03:57:32+00:00,56,98,0.036,914,36.3
2025-10-11 03:57:51+00:00,56,96,0.033,673,36.0
2025-10-11 03:58:09+00:00,60,98,0.044,740,36.8
2025-10-11 03:58:28+00:00,56,97,0.032,605,36.6
2025-10-11 03:58:46+00:00,58,96,0.03,900,36.5
2025-10-11 03:59:05+00:00,53,97,0.046,613,36.3
2025-10-11 03:59:24+00:00,82,95,0.4022,1315,36.4728
2025-10-11 03:59:43+00:00,82,95,0.347,1598,37.084
2025-10-11 04:00:02+00:00,78,95,0.4328,2025,36.5952
2025-10-11 04:00:21+00:00,85,97,0.4686,2300,37.2064
2025-10-11 04:00:40+00:00,79,95,0.4704,1676,37.2176
2025-10-11 04:00:59+00:00,82,97,0.4422,1215,36.5288
2025-10-11 04:01:15+00:00,84,95,0.4628,1229,36.8372
2025-10-11 04:01:33+00:00,88,97,0.5346,1575,36.5484
2025-10-11 04:01:52+00:00,86,95,0.6044,1296,37.0596
2025-10-11 04:02:12+00:00,84,95,0.6282,1754,36.9708
2025-10-11 04:02:31+00:00,91,95,0.636,1413,36.982
2025-10-11 04:02:50+00:00,92,95,0.7088,2369,36.7932
2025-10-11 04:03:09+00:00,88,96,0.6696,3243,36.7044
2025-10-11 04:03:27+00:00,82,97,0.448,1601,37.005
2025-10-11 04:03:49+00:00,89,97,0.50368,1262,37.13871
2025-10-11 04:04:09+00:00,85,96,0.60293,1529,37.06408
2025-10-11 04:04:27+00:00,90,97,0.54479,1756,36.87375
2025-10-11 04:04:46+00:00,85,96,0.59224,1342,36.77159
2025-10-11 04:05:06+00:00,86,95,0.53438,1510,37.25298
2025-10-11 04:05:26+00:00,83,95,0.5185,1680,37.13086
2025-10-11 04:05:44+00:00,84,95,0.44829,2324,37.00511
2025-10-11 04:06:03+00:00,79,96,0.35204,1271,36.57935
2025-10-11 04:06:23+00:00,79,95,0.28104,1302,36.55718
2025-10-11 04:06:43+00:00,82,95,0.18993,1118,37.03848
2025-10-11 04:07:04+00:00,77,96,0.29611,1208,36.93621
2025-10-11 04:07:21+00:00,80,96,0.22376,1263,36.44579
2025-10-11 04:07:44+00:00,81,95,0.29582,1127,36.5711
2025-10-11 04:08:00+00:00,84,96,0.45988,1489,36.69601
2025-10-11 04:08:25+00:00,100,96,1.13903,1542,37.08112
2025-10-11 04:08:42+00:00,106,95,1.24192,1736,37.44175
2025-10-11 04:09:00+00:00,107,94,1.45336,1706,37.48625
2025-10-11 04:09:19+00:00,107,94,1.34773,1764,37.57978
2025-10-11 04:09:38+00:00,99,94,1.18313,1947,36.92394
2025-10-11 04:09:57+00:00,93,96,0.95306,1560,36.73252
2025-10-11 04:10:16+00:00,95,96,0.73561,1294,36.62812
2025-10-11 04:10:35+00:00,90,97,0.52612,1452,37.13655
2025-10-11 04:10:54+00:00,81,97,0.3198,3377,36.58042
2025-10-11 04:11:13+00:00,78,97,0.32032,3035,37.17362
2025-10-11 04:11:33+00:00,89,96,0.50498,1613,37.21782
2025-10-11 04:11:52+00:00,89,95,0.72171,1785,37.30211
2025-10-11 04:12:11+00:00,59,97,0.029,746,36.6
2025-10-11 04:12:29+00:00,56,98,0.034,652,36.3
2025-10-11 04:12:48+00:00,53,97,0.033,822,36.3
2025-10-11 04:13:08+00:00,56,97,0.047,696,36.1
2025-10-11 04:13:26+00:00,53,97,0.025,851,36.5
2025-10-11 04:13:45+00:00,60,96,0.015,780,36.1
2025-10-11 04:14:04+00:00,60,96,0.019,793,35.9
2025-10-11 04:14:21+00:00,53,96,0.041,2360,36.3
2025-10-11 04:14:40+00:00,58,98,0.048,2145,36.4
2025-10-11 04:15:00+00:00,57,96,0.015,837,36.7
2025-10-11 04:15:19+00:00,57,97,0.024,893,36.1
2025-10-11 04:15:37+00:00,57,98,0.015,668,36.6
2025-10-11 04:15:55+00:00,57,98,0.05,900,35.9
2025-10-11 04:16:14+00:00,83,95,0.3004,1551,36.8756
2025-10-11 04:16:33+00:00,80,97,0.4312,1091,37.1868
2025-10-11 04:16:51+00:00,84,97,0.3978,2968,37.0952
2025-10-11 04:17:10+00:00,84,96,0.4706,1673,37.2064
2025-10-11 04:17:29+00:00,80,96,0.4074,2819,37.0176
2025-10-11 04:17:48+00:00,80,95,0.4312,1232,37.0288
2025-10-11 04:18:07+00:00,83,97,0.453,1528,37.04
2025-10-11 04:18:26+00:00,87,97,0.5678,1576,37.1512
2025-10-11 04:18:45+00:00,90,95,0.6016,1357,37.0624
2025-10-11 04:19:04+00:00,91,97,0.6404,1751,37.0736
2025-10-11 04:19:24+00:00,84,95,0.6812,1744,36.8848
2025-10-11 04:19:42+00:00,91,97,0.633,1793,37.296
2025-10-11 04:20:05+00:00,87,96,0.6268,1350,37.2072
2025-10-11 04:20:33+00:00,88,96,0.50074,1616,36.7224
2025-10-11 06:34:24+00:00,87,96,0.477,1461,36.905
2025-10-11 06:34:41+00:00,84,96,0.52268,1295,36.93871
2025-10-11 06:34:59+00:00,86,96,0.52393,1294,36.76408
2025-10-11 06:35:16+00:00,84,96,0.64864,1268,36.57486
2025-10-11 06:35:54+00:00,80,97,0.424,1478,36.705
2025-10-11 06:36:11+00:00,89,97,0.46568,1636,36.93871
2025-10-11 06:36:29+00:00,88,96,0.53693,1649,36.86409
2025-10-11 06:36:46+00:00,83,96,0.64264,1542,36.77486
2025-10-11 06:37:03+00:00,86,95,0.56695,1438,36.66837
2025-10-11 06:37:21+00:00,81,95,0.48999,1207,36.94622
2025-10-11 06:37:38+00:00,81,96,0.46083,2076,37.01388
2025-10-11 06:37:56+00:00,85,95,0.31604,1435,36.87934
2025-10-11 06:38:14+00:00,83,97,0.24254,1174,36.75116
2025-10-11 06:38:31+00:00,82,96,0.20027,1491,36.83627
2025-10-11 06:38:50+00:00,82,96,0.26067,1033,36.43837
2025-10-11 06:39:08+00:00,78,95,0.32241,1602,37.15694
2025-10-11 06:39:27+00:00,80,97,0.3147,1616,36.98738
2025-10-11 06:39:46+00:00,101,95,1.02523,1568,37.2322
2025-10-11 06:40:04+00:00,106,95,1.3015,1732,37.42369
2025-10-11 06:40:22+00:00,102,95,1.44646,1949,37.27968
2025-10-11 06:40:41+00:00,110,96,1.44753,1623,37.08632
2025-10-11 06:40:59+00:00,99,94,1.24847,1849,37.44196
2025-10-11 06:41:17+00:00,97,95,1.08449,1615,37.45758
2025-10-11 06:41:35+00:00,92,95,0.84221,2968,36.65402
2025-10-11 06:41:52+00:00,89,97,0.56043,1244,36.85689
2025-10-11 06:42:10+00:00,84,97,0.41389,1377,36.99018
2025-10-11 06:42:28+00:00,79,96,0.38899,1247,37.17038
2025-10-11 06:42:46+00:00,86,95,0.43629,1537,36.60239
2025-10-11 06:43:07+00:00,92,95,0.62047,1492,37.07829
2025-10-11 06:43:24+00:00,94,96,0.79765,1794,36.65303
2025-10-11 06:43:42+00:00,58,97,0.035,932,36.7
2025-10-11 06:44:00+00:00,57,97,0.041,792,36.3
2025-10-11 06:44:18+00:00,59,97,0.052,623,35.9
2025-10-11 06:44:35+00:00,53,98,0.052,762,36.6
2025-10-11 06:44:52+00:00,60,96,0.025,894,36.6
2025-10-11 06:45:10+00:00,59,97,0.041,646,36.7
2025-10-11 06:45:28+00:00,54,98,0.027,676,36.8
2025-10-11 06:45:46+00:00,54,97,0.018,759,36.0
2025-10-11 06:46:04+00:00,59,98,0.036,721,36.6
2025-10-11 06:46:22+00:00,58,98,0.031,748,36.7
2025-10-11 06:46:41+00:00,57,97,0.032,686,36.8
2025-10-11 06:46:57+00:00,59,98,0.052,770,36.1
2025-10-11 06:47:36+00:00,79,96,0.3124,1270,37.1756
2025-10-11 06:47:53+00:00,78,97,0.4372,1362,36.5868
2025-10-11 06:48:11+00:00,85,95,0.381,1954,36.898
2025-10-11 06:48:28+00:00,85,96,0.4158,1470,36.6092
2025-10-11 06:48:45+00:00,84,97,0.4034,1244,36.8176
2025-10-11 06:49:03+00:00,86,96,0.4272,1657,36.8288
2025-10-11 06:49:22+00:00,84,96,0.569,2507,36.74
2025-10-11 16:17:40+00:00,87,96,0.482,1193,37.005
2025-10-11 16:17:58+00:00,86,97,0.56868,1426,37.2387
2025-10-11 16:18:16+00:00,90,95,0.51793,1650,36.66409
2025-10-11 16:18:34+00:00,87,97,0.65364,1431,37.07486
2025-10-11 16:18:52+00:00,84,96,0.64795,1614,36.56837
2025-10-11 16:19:10+00:00,87,97,0.59299,1696,36.64622
2025-10-11 16:19:29+00:00,86,96,0.50483,1605,36.51388
2025-10-11 16:19:47+00:00,85,96,0.30504,1982,37.17934
2025-10-11 16:20:06+00:00,80,95,0.24154,1035,37.05116
2025-10-11 16:20:21+00:00,80,96,0.23693,1541,37.13847
2025-10-11 16:20:39+00:00,80,95,0.26311,1203,36.93621
2025-10-11 16:20:58+00:00,78,97,0.31999,1480,37.05094
2025-10-11 16:21:16+00:00,81,97,0.41124,1893,37.17904
2025-10-11 16:21:34+00:00,93,95,0.99665,1670,37.00631
2025-10-11 16:21:52+00:00,97,94,1.15426,1587,37.00338
2025-10-11 16:22:11+00:00,102,96,1.40547,2896,37.06996
2025-10-11 17:07:15+00:00,84,96,0.06202,103,36.86506
2025-10-11 17:07:35+00:00,107,96,0.06061,105,37.28925
2025-10-11 17:07:54+00:00,91,97,0.65347,128,36.79046
2025-10-11 17:08:14+00:00,56,97,0.06639,106,36.3
2025-10-11 17:08:35+00:00,87,95,0.06338,110,36.80693
2025-10-11 17:08:54+00:00,88,97,0.06677,178,36.90027
2025-10-11 17:09:14+00:00,84,96,0.06444,157,37.16497
2025-10-11 17:09:35+00:00,106,95,0.06149,155,36.98922
2025-10-11 17:09:55+00:00,85,96,0.06277,192,37.29074
2025-10-11 17:10:14+00:00,56,96,0.06346,176,36.4
2025-10-11 17:10:35+00:00,87,95,0.0629,127,36.60696
2025-10-11 17:10:55+00:00,89,96,0.06738,112,37.0003
2025-10-11 17:11:38+00:00,80,96,0.06736,111,36.76506
2025-10-11 17:11:58+00:00,108,95,0.06599,112,36.98924
